checklist_id,n_species
S37589261,1
S37589309,14
S37589311,4
S37589358,3
S37589388,2
S37589394,5
S37589515,15
S37589767,28
S37589775,7
S37589829,6
S37589870,3
S37589889,10
S37589918,1
S37589924,1
S37589929,4
S37589933,1
S37589966,1
S37590252,30
S37590263,13
S37590276,11
S37590354,17
S37590365,6
S37590400,1
S37590411,30
S37590421,9
S37590442,14
S37590450,5
S37590527,8
S37590570,6
S37590589,10
S37590636,5
S37590659,7
S37590685,13
S37590703,7
S37590794,5
S37590823,10
S37590843,1
S37590849,2
S37590899,5
S37590965,11
S37590966,33
S37590971,6
S37590998,5
S37591056,3
S37591059,1
S37591116,10
S37591207,5
S37591320,6
S37591324,5
S37591338,10
S37591405,2
S37591671,22
S37591769,27
S37591781,5
S37591807,5
S37591915,6
S37591931,8
S37591940,11
S37591999,8
S37592067,10
S37592070,27
S37592078,15
S37592116,9
S37592126,4
S37592164,7
S37592203,6
S37592221,12
S37592307,8
S37592343,8
S37592499,9
S37592517,11
S37592561,12
S37592586,35
S37592633,14
S37592680,20
S37592726,2
S37592876,5
S37593033,4
S37593040,14
S37593044,17
S37593053,4
S37593068,9
S37593154,8
S37593262,6
S37593290,17
S37593367,16
S37593379,17
S37593399,6
S37593458,7
S37593499,4
S37593502,23
S37593572,4
S37593653,8
S37593716,7
S37593718,12
S37593777,9
S37593843,41
S37593881,8
S37593896,7
S37593930,1
S37593944,5
S37593997,8
S37594015,25
S37594038,8
S37594055,11
S37594068,22
S37594151,23
S37594159,4
S37594185,11
S37594244,10
S37594248,7
S37594269,3
S37594295,5
S37594323,20
S37594511,1
S37594607,27
S37594627,10
S37594735,44
S37594849,15
S37595065,15
S37595138,6
S37595167,10
S37595224,8
S37595248,36
S37595392,40
S37595435,10
S37595467,10
S37595489,9
S37595541,19
S37595553,9
S37595637,14
S37595690,9
S37595705,30
S37595930,14
S37595960,9
S37596000,17
S37596109,10
S37596150,5
S37596207,16
S37596240,3
S37596278,25
S37596299,32
S37596352,15
S37596365,4
S37596451,23
S37596556,10
S37596644,11
S37596723,32
S37596852,2
S37597001,33
S37597097,0
S37597140,5
S37597206,17
S37597463,37
S37597581,26
S37597674,11
S37597702,14
S37597883,10
S37597917,6
S37598143,8
S37598167,69
S37598516,36
S37598607,8
S37598950,12
S37599060,36
S37599127,19
S37599190,7
S37599226,7
S37599267,5
S37600045,14
S37600092,25
S37600127,18
S37600331,20
S37600338,33
S37600413,16
S37600466,9
S37600483,21
S37600624,13
S37600640,13
S37600711,17
S37600716,10
S37600756,12
S37600789,11
S37600818,11
S37600852,12
S37600871,9
S37600887,8
S37600930,10
S37600939,10
S37600941,19
S37600965,10
S37600979,18
S37600995,12
S37601000,41
S37601021,11
S37601045,11
S37601087,11
S37601103,15
S37601104,13
S37601174,11
S37601363,6
S37601446,11
S37601473,9
S37601501,14
S37601521,11
S37601542,13
S37601560,21
S37601579,10
S37601610,10
S37601685,13
S37601884,17
S37601893,3
S37602138,2
S37602147,13
S37602152,15
S37602158,21
S37602162,3
S37602287,7
S37602297,5
S37602334,25
S37602390,17
S37602465,9
S37602524,13
S37602525,22
S37602574,1
S37602582,17
S37602725,9
S37602753,3
S37602827,28
S37602869,3
S37602874,7
S37602951,60
S37602991,32
S37603112,2
S37603134,10
S37603156,9
S37603157,1
S37603160,22
S37603201,28
S37603229,19
S37603335,10
S37603387,8
S37603591,9
S37603632,8
S37603678,15
S37603703,33
S37603721,25
S37603728,16
S37603772,14
S37603818,13
S37603851,10
S37603892,9
S37603927,8
S37604028,2
S37604030,48
S37604079,6
S37604098,5
S37604121,14
S37604128,3
S37604134,14
S37604422,22
S37604466,19
S37604509,16
S37604551,25
S37604663,25
S37604693,16
S37604730,16
S37604781,8
S37605000,17
S37605023,17
S37605071,48
S37605074,5
S37605088,52
S37605165,10
S37605197,5
S37605341,17
S37605448,31
S37605656,5
S37605764,23
S37605892,7
S37605925,6
S37605961,30
S37605972,28
S37606081,29
S37606315,4
S37606357,6
S37606383,37
S37606692,7
S37606893,22
S37606904,15
S37607029,13
S37607145,5
S37607348,4
S37607376,19
S37607485,13
S37607487,14
S37607497,10
S37607688,16
S37607701,1
S37607773,13
S37607865,7
S37608034,13
S37608035,6
S37608048,12
S37608398,10
S37608514,10
S37608555,18
S37608875,9
S37608884,23
S37609018,25
S37609105,12
S37609113,13
S37609125,22
S37609164,4
S37609206,9
S37609214,5
S37609259,6
S37609287,26
S37609310,9
S37609346,7
S37609392,8
S37609436,7
S37609461,12
S37609484,8
S37609547,2
S37609549,12
S37609567,6
S37609574,47
S37609626,10
S37609648,12
S37609657,6
S37609684,9
S37609708,5
S37609736,11
S37609748,9
S37609764,9
S37609794,8
S37609810,7
S37609841,10
S37609848,6
S37609874,9
S37609884,11
S37609914,8
S37609937,16
S37609944,6
S37610002,11
S37610022,26
S37610037,14
S37610071,11
S37610147,21
S37610171,14
S37610260,7
S37610311,4
S37610377,9
S37610485,19
S37610596,5
S37610958,10
S37611056,14
S37611273,7
S37611276,9
S37611780,21
S37611798,22
S37611851,5
S37611917,4
S37611951,7
S37611983,18
S37611989,7
S37612002,18
S37612025,31
S37612131,19
S37612133,12
S37612136,11
S37612154,15
S37612174,16
S37612274,11
S37612277,13
S37612329,10
S37612331,12
S37612384,14
S37612448,16
S37612468,32
S37612480,18
S37612519,11
S37612598,11
S37612661,18
S37612679,3
S37612703,9
S37612732,5
S37612893,6
S37613037,67
S37613106,6
S37613107,1
S37613264,22
S37613286,24
S37613335,5
S37613490,18
S37613495,17
S37613522,15
S37613577,10
S37613612,13
S37613645,32
S37613654,14
S37613664,9
S37613672,2
S37613906,34
S37613957,8
S37614028,6
S37614053,17
S37614129,1
S37614215,1
S37614295,4
S37614319,20
S37614350,8
S37614357,4
S37614378,3
S37614420,16
S37614483,5
S37614539,1
S37614693,3
S37614775,2
S37614850,4
S37614905,18
S37614950,6
S37614952,4
S37615019,3
S37615071,19
S37615079,1
S37615098,16
S37615326,10
S37615381,8
S37615444,30
S37615482,19
S37615725,30
S37615840,27
S37616208,6
S37616343,22
S37616538,1
S37616550,6
S37616556,9
S37616561,12
S37617356,4
S37617573,1
S37617806,3
S37618071,27
S37618300,22
S37618371,4
S37618416,11
S37618425,17
S37618510,3
S37618528,13
S37618536,18
S37618539,12
S37618580,15
S37618632,17
S37618749,22
S37618864,20
S37618880,20
S37618969,5
S37619016,16
S37619044,20
S37619167,15
S37619216,7
S37619313,10
S37619328,10
S37619329,44
S37619345,21
S37619352,6
S37619388,10
S37619451,8
S37619454,14
S37619461,9
S37619490,7
S37619514,7
S37619524,7
S37619541,11
S37619569,13
S37619610,17
S37619636,9
S37619659,8
S37619680,8
S37619758,22
S37619761,25
S37619791,10
S37619960,7
S37619984,9
S37619990,26
S37620038,16
S37620077,3
S37620264,10
S37620266,11
S37620269,11
S37620281,25
S37620440,5
S37620453,5
S37620498,14
S37620519,27
S37620551,35
S37620555,9
S37620558,12
S37620593,10
S37620608,24
S37620633,25
S37620696,10
S37620777,6
S37620786,3
S37620985,43
S37621140,18
S37621156,29
S37621199,13
S37621224,25
S37621226,5
S37621247,5
S37621361,6
S37621470,11
S37621476,7
S37621501,12
S37621506,24
S37621546,33
S37621550,14
S37621557,16
S37621604,11
S37621617,10
S37621631,8
S37621636,11
S37621649,12
S37621676,11
S37621722,12
S37621777,24
S37622031,4
S37622118,5
S37622153,22
S37622262,23
S37622270,16
S37622417,1
S37622594,7
S37622619,7
S37622661,24
S37622799,7
S37622814,8
S37622932,36
S37622978,44
S37623036,18
S37623083,5
S37623164,26
S37623949,1
S37624031,30
S37624032,11
S37624092,30
S37624110,24
S37624134,26
S37624142,18
S37624182,38
S37624183,3
S37624239,5
S37624301,8
S37624346,17
S37624375,13
S37624395,52
S37624396,18
S37624407,6
S37624439,24
S37624455,28
S37624480,24
S37624539,18
S37624553,28
S37624581,5
S37624600,4
S37624601,21
S37624623,21
S37624643,16
S37624644,10
S37624676,17
S37624735,4
S37624805,21
S37624834,22
S37624883,26
S37624918,4
S37624926,6
S37625014,4
S37625065,5
S37625093,4
S37625142,5
S37625183,1
S37625233,2
S37625279,6
S37625317,6
S37625360,14
S37625382,7
S37625408,19
S37625416,3
S37625463,8
S37625476,12
S37625490,3
S37625534,3
S37625615,31
S37625644,10
S37625717,5
S37625769,9
S37625825,15
S37625918,13
S37626069,9
S37626168,10
S37626207,26
S37626260,15
S37626322,25
S37626480,8
S37626524,9
S37626554,15
S37626557,12
S37626564,12
S37626570,33
S37626589,11
S37626609,11
S37626762,13
S37626767,9
S37626798,30
S37626843,7
S37626869,11
S37626871,12
S37626882,4
S37627092,13
S37627119,6
S37627377,7
S37627397,14
S37627405,10
S37627450,23
S37627452,10
S37627455,23
S37627460,22
S37627467,38
S37627486,14
S37627536,24
S37627551,7
S37627586,20
S37627692,22
S37627949,22
S37627997,7
S37628015,18
S37628051,30
S37628099,16
S37628185,24
S37628204,0
S37628246,2
S37628595,10
S37628598,11
S37628964,11
S37629046,5
S37629208,5
S37629410,14
S37629576,13
S37629586,4
S37629656,28
S37629670,12
S37629682,12
S37629733,12
S37629736,13
S37629899,22
S37629920,4
S37629978,5
S37630145,4
S37630208,6
S37630262,42
S37630388,12
S37630744,0
S37630790,2
S37630807,13
S37630845,30
S37631021,12
S37631062,8
S37631094,5
S37631128,27
S37631261,6
S37631374,29
S37631387,12
S37631438,29
S37631449,13
S37631651,8
S37632127,16
S37632199,14
S37632203,7
S37632300,17
S37632334,16
S37632365,1
S37632735,23
S37632820,44
S37632853,20
S37632965,20
S37633000,28
S37633024,47
S37633072,15
S37633159,30
S37633204,40
S37633241,16
S37633274,15
S37633665,10
S37633750,25
S37633767,39
S37633849,19
S37633861,17
S37633935,7
S37633967,5
S37634260,17
S37636586,2
S37636810,1
S37636856,37
S37636910,2
S37636914,40
S37636918,33
S37636986,14
S37636994,4
S37637196,6
S37637225,11
S37637240,12
S37637252,9
S37637270,13
S37637277,13
S37637303,6
S37637351,10
S37637353,13
S37637369,5
S37637388,10
S37637412,8
S37637433,7
S37637447,12
S37637458,22
S37637468,11
S37637484,9
S37637498,10
S37637500,31
S37637528,8
S37637609,25
S37637622,2
S37637647,9
S37637669,21
S37637715,12
S37637918,1
S37637925,26
S37638021,8
S37638028,9
S37638084,4
S37638129,15
S37638192,32
S37638219,10
S37638229,19
S37638232,20
S37638234,13
S37638241,5
S37638308,11
S37638309,5
S37638313,22
S37638358,7
S37638409,22
S37638420,41
S37638437,6
S37638459,17
S37638509,6
S37638672,12
S37638677,29
S37638760,7
S37638798,17
S37638814,5
S37638857,27
S37638869,7
S37638924,5
S37639016,8
S37639104,3
S37639112,23
S37639113,1
S37639172,6
S37639181,43
S37639268,9
S37639310,13
S37639313,5
S37639317,20
S37639360,10
S37639521,17
S37639539,6
S37639557,7
S37639655,10
S37639686,4
S37639741,12
S37639745,12
S37639786,15
S37639810,16
S37639920,27
S37639933,1
S37639993,11
S37640146,11
S37640194,13
S37640222,30
S37640241,18
S37640302,16
S37640442,10
S37640488,19
S37640516,35
S37640614,51
S37640694,64
S37640755,12
S37640938,12
S37641080,22
S37641096,39
S37641191,4
S37641231,6
S37641350,16
S37641375,18
S37641404,18
S37641409,25
S37641436,6
S37641525,25
S37641532,14
S37641590,22
S37641625,24
S37641732,49
S37641831,12
S37641850,16
S37642035,23
S37642054,21
S37642156,2
S37642309,3
S37642573,22
S37642638,4
S37642727,5
S37642788,16
S37642915,10
S37642920,6
S37642927,24
S37642951,18
S37642992,2
S37643005,3
S37643363,23
S37643377,2
S37643409,13
S37643435,19
S37643498,17
S37643542,18
S37643573,24
S37643600,24
S37643620,7
S37643625,21
S37643658,19
S37643698,19
S37643853,16
S37643915,20
S37643971,20
S37644047,23
S37644160,7
S37644166,23
S37644313,8
S37644380,19
S37644480,18
S37644522,9
S37644614,28
S37644644,19
S37644930,18
S37644939,5
S37644951,12
S37644980,15
S37645001,23
S37645002,41
S37645020,11
S37645061,2
S37645091,6
S37645095,27
S37645111,11
S37645120,14
S37645133,8
S37645138,4
S37645223,12
S37645267,13
S37645296,10
S37645318,9
S37645351,12
S37645386,9
S37645410,7
S37645514,14
S37645526,7
S37645556,10
S37645598,11
S37645663,15
S37645819,54
S37645846,14
S37645984,9
S37646057,11
S37646084,9
S37646100,41
S37646124,11
S37646163,10
S37646179,29
S37646196,9
S37646240,11
S37646264,9
S37646275,32
S37646307,11
S37646312,8
S37646339,7
S37646393,42
S37646426,10
S37646450,24
S37646496,7
S37646704,21
S37646805,5
S37646813,12
S37646816,27
S37647263,14
S37647318,8
S37647320,5
S37647346,23
S37647351,18
S37647404,34
S37647442,3
S37647531,18
S37647571,14
S37647781,41
S37647787,33
S37647844,12
S37648256,48
S37648343,30
S37648426,17
S37648437,20
S37648505,45
S37648508,13
S37648623,23
S37648698,22
S37648787,8
S37648991,16
S37649070,4
S37649152,7
S37649328,1
S37649574,5
S37649702,15
S37649783,15
S37649871,38
S37649959,3
S37650024,44
S37650058,52
S37650108,49
S37650128,20
S37650141,10
S37650256,25
S37650263,1
S37650442,6
S37650600,2
S37650654,22
S37650670,6
S37650837,3
S37650838,37
S37650845,24
S37650990,10
S37651022,1
S37651283,1
S37651346,4
S37651550,4
S37651628,1
S37651670,21
S37651825,26
S37652118,10
S37652569,19
S37652647,5
S37652648,15
S37652722,4
S37652746,8
S37652758,24
S37652855,17
S37652856,24
S37652905,56
S37652982,17
S37653017,23
S37653022,19
S37653039,3
S37653155,7
S37653219,42
S37653358,15
S37653418,13
S37653422,20
S37653480,21
S37653511,9
S37653573,19
S37653589,18
S37653618,16
S37653622,16
S37653649,19
S37653676,16
S37653720,17
S37653768,19
S37653792,13
S37653821,18
S37653873,16
S37653907,5
S37654279,10
S37654329,9
S37654351,32
S37654372,9
S37654387,43
S37654416,11
S37654452,8
S37654512,10
S37654538,8
S37654569,10
S37654603,11
S37654644,9
S37654787,34
S37654925,7
S37656350,44
S37656357,19
S37656431,45
S37656436,10
S37656443,16
S37656625,8
S37656646,38
S37656777,23
S37656779,7
S37656847,19
S37656888,13
S37656913,18
S37656967,46
S37656982,13
S37657025,38
S37657054,4
S37657137,12
S37657172,8
S37657177,14
S37657185,14
S37657257,16
S37657306,22
S37657369,1
S37657442,6
S37657463,13
S37657492,14
S37657536,10
S37657551,9
S37657621,14
S37657626,5
S37657639,31
S37657662,32
S37657717,6
S37657791,19
S37657849,40
S37657866,19
S37657867,30
S37657957,24
S37657996,2
S37658109,20
S37658141,11
S37658158,28
S37658184,18
S37658271,9
S37658287,2
S37658288,2
S37658293,3
S37658298,7
S37658301,1
S37658302,4
S37658308,2
S37658321,13
S37658358,7
S37658419,18
S37658449,34
S37658473,6
S37658523,27
S37658546,15
S37658559,6
S37658561,12
S37658610,5
S37658636,38
S37658699,9
S37658813,22
S37658817,13
S37658845,10
S37658855,22
S37658859,5
S37658860,6
S37658896,7
S37658920,3
S37659003,9
S37659039,9
S37659085,5
S37659164,13
S37659182,30
S37659242,27
S37659344,16
S37659381,5
S37659396,21
S37659411,13
S37659461,16
S37659535,13
S37659584,17
S37659650,25
S37659742,35
S37659799,20
S37659832,13
S37659844,13
S37659886,17
S37659893,33
S37659935,19
S37660024,7
S37660111,21
S37660116,60
S37660142,17
S37660428,27
S37660479,13
S37660501,9
S37660652,4
S37660761,2
S37660830,51
S37660983,4
S37661127,11
S37661128,11
S37661201,16
S37661216,17
S37661234,22
S37661335,3
S37661498,11
S37661512,54
S37661759,16
S37661904,6
S37661909,4
S37662039,12
S37662160,29
S37662203,7
S37662326,14
S37662432,30
S37662617,7
S37662628,12
S37662689,7
S37662700,19
S37662747,5
S37662853,12
S37662908,12
S37663016,25
S37663033,12
S37663065,20
S37663088,34
S37663139,23
S37663183,19
S37663222,19
S37663224,22
S37663341,19
S37663374,14
S37663380,33
S37663415,23
S37663450,15
S37663466,19
S37663486,20
S37663510,4
S37663513,10
S37663545,13
S37663565,14
S37663693,19
S37663735,27
S37663828,28
S37663856,10
S37663897,24
S37664206,2
S37664240,18
S37664276,6
S37664332,20
S37664388,26
S37664497,34
S37664538,7
S37664624,21
S37664704,21
S37664705,9
S37664775,11
S37664844,10
S37664862,52
S37664876,3
S37664939,4
S37665077,2
S37665080,4
S37665163,23
S37665289,10
S37665303,14
S37665427,27
S37665439,6
S37665453,39
S37665497,1
S37665534,7
S37665536,7
S37665573,28
S37665599,26
S37665610,8
S37665642,28
S37665647,5
S37665649,7
S37665696,41
S37665725,8
S37665737,8
S37665753,8
S37665775,8
S37665855,21
S37665865,11
S37665930,12
S37666017,17
S37666087,13
S37666155,4
S37666156,13
S37666470,21
S37666502,1
S37666591,8
S37666775,11
S37666777,8
S37666790,20
S37666829,22
S37666840,22
S37666943,2
S37667060,9
S37667192,10
S37667315,9
S37667488,22
S37667509,15
S37667624,26
S37667674,7
S37667910,10
S37668084,5
S37668086,20
S37668102,6
S37668131,22
S37668178,9
S37668267,6
S37668452,18
S37668767,20
S37669014,2
S37669033,26
S37669206,1
S37669270,2
S37669663,40
S37669738,9
S37669757,24
S37670012,18
S37670073,9
S37670074,15
S37670079,20
S37670080,16
S37670081,10
S37670082,18
S37670083,17
S37670084,10
S37670085,12
S37670086,8
S37670087,10
S37670088,10
S37670089,13
S37670090,7
S37670091,11
S37670092,13
S37670093,14
S37670094,8
S37670095,14
S37670096,16
S37670097,12
S37670098,15
S37670099,13
S37670100,8
S37670101,8
S37670102,11
S37670103,8
S37670104,11
S37670105,8
S37670106,6
S37670107,8
S37670108,6
S37670109,5
S37670110,11
S37670111,13
S37670112,10
S37670113,10
S37670114,10
S37670115,11
S37670116,10
S37670117,14
S37670118,7
S37670119,8
S37670133,13
S37670134,11
S37670135,9
S37670136,8
S37670137,11
S37670150,13
S37670151,8
S37670173,13
S37670235,5
S37670383,8
S37670395,9
S37670396,8
S37670397,11
S37670398,13
S37670399,13
S37670400,12
S37670401,13
S37670402,13
S37670403,13
S37670404,7
S37670405,11
S37670406,11
S37670407,12
S37670408,8
S37670409,8
S37670410,9
S37670411,10
S37670412,9
S37670413,8
S37670414,8
S37670415,13
S37670416,11
S37670417,10
S37670418,10
S37670419,6
S37670420,7
S37670421,5
S37670422,8
S37670423,9
S37670424,8
S37670425,14
S37670426,10
S37670427,9
S37670428,6
S37670429,13
S37670431,7
S37670432,7
S37670433,9
S37670434,6
S37670435,4
S37670436,5
S37670437,11
S37670438,7
S37670439,14
S37670440,4
S37670441,7
S37670442,4
S37670548,9
S37670549,10
S37670555,8
S37670815,14
S37671120,39
S37671243,22
S37671268,21
S37671576,25
S37671634,11
S37671687,4
S37671736,10
S37671951,13
S37672135,19
S37672259,7
S37672260,15
S37672261,8
S37672262,15
S37672263,11
S37672264,8
S37672265,13
S37672266,13
S37672267,21
S37672268,16
S37672269,6
S37672270,17
S37672271,14
S37672272,10
S37672273,18
S37672274,9
S37672275,20
S37672276,11
S37672277,13
S37672278,13
S37672279,15
S37672280,10
S37672281,16
S37672282,12
S37672283,12
S37672284,16
S37672285,12
S37672286,15
S37672287,13
S37672288,11
S37672289,12
S37672290,16
S37672291,8
S37672292,7
S37672293,9
S37672294,11
S37672295,15
S37672297,10
S37672298,10
S37672299,9
S37672300,11
S37672301,16
S37672303,12
S37672304,11
S37672305,7
S37672306,7
S37672307,4
S37672308,8
S37672318,8
S37672496,20
S37672592,13
S37672593,17
S37672607,6
S37672681,17
S37672823,19
S37672882,13
S37672889,30
S37672908,1
S37673005,10
S37673006,30
S37673116,25
S37673158,5
S37673278,5
S37673326,13
S37673336,8
S37673387,12
S37673529,12
S37673598,11
S37673633,11
S37673705,3
S37673727,24
S37673864,22
S37673896,2
S37673943,1
S37673975,8
S37673989,33
S37674221,42
S37674307,21
S37674346,13
S37674436,10
S37674479,9
S37674504,4
S37674670,7
S37674744,14
S37674785,1
S37674814,20
S37674954,7
S37675248,11
S37675278,10
S37675311,14
S37675338,7
S37675339,11
S37675419,10
S37675856,17
S37675892,6
S37676761,3
S37677196,7
S37677213,26
S37677250,27
S37677280,25
S37677346,17
S37677357,13
S37677462,14
S37677520,14
S37677557,11
S37677632,6
S37677751,19
S37677792,14
S37678210,16
S37678271,36
S37678321,26
S37678428,19
S37678475,4
S37678508,28
S37678705,4
S37678796,3
S37678811,9
S37678817,20
S37678889,16
S37679009,12
S37679153,26
S37679229,24
S37679376,59
S37679402,28
S37679497,9
S37679594,4
S37679753,16
S37679947,32
S37679963,11
S37679997,15
S37679998,15
S37680001,11
S37680028,56
S37680087,12
S37680179,11
S37680256,8
S37680389,15
S37680464,12
S37680543,15
S37680739,22
S37680796,5
S37680817,12
S37680928,13
S37681049,20
S37681058,5
S37681059,11
S37681060,7
S37681061,8
S37681063,6
S37681064,9
S37681065,10
S37681066,10
S37681067,11
S37681068,9
S37681069,8
S37681070,7
S37681071,6
S37681072,7
S37681073,7
S37681074,9
S37681075,8
S37681076,8
S37681077,13
S37681078,9
S37681079,7
S37681080,7
S37681081,10
S37681082,14
S37681083,9
S37681084,9
S37681085,13
S37681086,14
S37681087,7
S37681088,10
S37681089,8
S37681090,13
S37681091,9
S37681092,4
S37681093,10
S37681094,12
S37681095,9
S37681096,8
S37681097,12
S37681098,14
S37681099,9
S37681100,8
S37681101,8
S37681102,12
S37681103,13
S37681104,15
S37681105,7
S37681106,10
S37681107,9
S37681108,13
S37681265,8
S37681493,5
S37681571,12
S37681603,23
S37681686,13
S37681768,33
S37681894,7
S37681956,35
S37681965,17
S37682370,1
S37682374,24
S37682484,12
S37682773,7
S37683080,12
S37683102,15
S37683134,19
S37683153,8
S37683154,12
S37683155,9
S37683156,8
S37683157,12
S37683158,11
S37683159,16
S37683161,11
S37683162,7
S37683163,17
S37683164,14
S37683165,12
S37683166,9
S37683167,13
S37683168,12
S37683169,11
S37683170,12
S37683171,9
S37683172,10
S37683173,10
S37683174,11
S37683175,10
S37683176,8
S37683177,10
S37683178,12
S37683179,13
S37683180,11
S37683181,14
S37683182,12
S37683183,4
S37683184,13
S37683185,9
S37683186,11
S37683187,9
S37683188,11
S37683189,13
S37683190,11
S37683191,11
S37683192,11
S37683193,6
S37683194,7
S37683195,6
S37683196,9
S37683197,10
S37683198,10
S37683199,6
S37683200,7
S37683201,7
S37683206,44
S37683208,23
S37683231,13
S37683251,22
S37683323,5
S37683424,8
S37683462,18
S37683513,24
S37683537,17
S37683564,21
S37683574,10
S37683592,17
S37683602,21
S37683657,35
S37683692,24
S37683729,20
S37683738,19
S37683793,23
S37683841,31
S37683924,12
S37683928,1
S37683963,5
S37684223,15
S37684345,15
S37684525,27
S37684532,8
S37684538,13
S37684549,7
S37684559,2
S37684578,8
S37684591,26
S37684641,9
S37684645,9
S37684734,8
S37684885,20
S37684928,10
S37684953,5
S37684997,3
S37685014,18
S37685015,20
S37685030,11
S37685100,12
S37685238,8
S37685396,22
S37685777,8
S37685845,16
S37685891,13
S37685892,8
S37685894,8
S37685895,11
S37685896,14
S37685898,7
S37685899,13
S37685900,9
S37685901,12
S37685902,9
S37685903,18
S37685904,7
S37685905,11
S37685906,12
S37685907,9
S37685908,12
S37685909,8
S37685910,10
S37685911,11
S37685912,13
S37685913,13
S37685914,6
S37685915,9
S37685916,16
S37685917,11
S37685918,10
S37685919,11
S37685920,9
S37685921,9
S37685922,9
S37685923,10
S37685924,10
S37685925,9
S37685926,12
S37685927,14
S37685928,10
S37685929,11
S37685930,12
S37685931,13
S37685932,10
S37685933,11
S37685936,11
S37685937,11
S37685938,15
S37685939,7
S37685940,8
S37685941,17
S37685942,10
S37685997,9
S37686065,8
S37686242,28
S37686463,6
S37686592,7
S37686704,9
S37686712,26
S37686760,4
S37686821,9
S37686851,12
S37686941,19
S37686953,11
S37686954,9
S37687030,12
S37687109,14
S37688030,29
S37688082,28
S37688164,8
S37688176,3
S37688313,30
S37688368,44
S37688715,7
S37688883,13
S37689060,7
S37689068,9
S37689158,5
S37689200,3
S37689229,1
S37689241,6
S37689318,9
S37689443,8
S37689605,20
S37690315,13
S37690334,29
S37690353,56
S37690447,14
S37690604,15
S37690631,22
S37690912,15
S37690932,2
S37691050,17
S37691285,12
S37691389,17
S37691428,3
S37691505,11
S37691545,12
S37691643,18
S37691695,10
S37691769,18
S37691999,27
S37692000,21
S37692005,23
S37692006,23
S37692039,24
S37692557,46
S37693037,2
S37693146,11
S37693924,6
S37693967,9
S37694017,13
S37694060,12
S37694107,10
S37694155,12
S37694217,13
S37694285,8
S37694357,10
S37694412,11
S37695599,9
S37696009,13
S37696013,10
S37696028,13
S37696040,9
S37696044,10
S37696073,9
S37696095,10
S37696117,10
S37696148,16
S37696201,13
S37696236,18
S37696264,13
S37696269,27
S37696297,8
S37696306,18
S37696337,15
S37696346,8
S37696362,19
S37696386,26
S37696400,4
S37696461,6
S37696508,17
S37696509,19
S37696525,15
S37696529,29
S37696564,15
S37696652,9
S37696681,15
S37696709,36
S37696798,16
S37696836,28
S37696937,23
S37697010,8
S37697015,5
S37697138,21
S37697155,24
S37697167,9
S37697190,40
S37697264,2
S37697295,26
S37697957,10
S37698041,13
S37698353,8
S37698371,11
S37698390,18
S37698435,12
S37698489,16
S37698519,11
S37698559,12
S37698560,3
S37698577,23
S37698604,10
S37698629,45
S37698686,15
S37698736,15
S37698778,19
S37699051,46
S37699067,25
S37699136,13
S37699330,42
S37699347,3
S37699567,34
S37699806,42
S37699852,13
S37700030,8
S37700041,4
S37700176,1
S37700402,4
S37700472,12
S37700609,13
S37700707,23
S37700776,9
S37700823,8
S37700860,4
S37700911,14
S37700953,12
S37701011,20
S37701015,25
S37701025,32
S37701076,17
S37701079,20
S37701162,8
S37701208,3
S37701346,3
S37701396,3
S37701415,5
S37701437,5
S37701448,9
S37701488,8
S37701522,6
S37701865,12
S37701918,15
S37701932,12
S37701939,9
S37701952,11
S37701998,16
S37702022,9
S37702030,20
S37702246,5
S37702274,4
S37702298,7
S37702390,6
S37702406,9
S37702481,5
S37702486,12
S37702579,19
S37702941,5
S37703318,7
S37703384,14
S37703413,11
S37703462,13
S37703501,10
S37703538,12
S37703565,10
S37703602,11
S37703628,9
S37703667,11
S37703709,9
S37703862,9
S37703870,11
S37703923,8
S37704102,4
S37704265,23
S37704268,12
S37704510,8
S37704825,15
S37705366,11
S37705648,29
S37705827,12
S37705834,7
S37705862,17
S37705910,11
S37705966,20
S37706002,11
S37706053,13
S37706093,7
S37706138,8
S37706230,10
S37706258,10
S37706290,16
S37706295,9
S37706337,10
S37706367,9
S37706390,10
S37706401,7
S37706505,15
S37706532,10
S37706556,3
S37706578,6
S37706596,10
S37706609,15
S37706633,22
S37706643,10
S37706700,10
S37706733,5
S37706790,5
S37706833,14
S37706876,13
S37706934,28
S37707085,5
S37707087,7
S37707160,16
S37707254,11
S37707310,21
S37707334,32
S37707346,10
S37707368,5
S37707426,43
S37707446,5
S37707508,10
S37707512,9
S37707516,19
S37707555,12
S37707582,3
S37707592,10
S37707609,5
S37707639,21
S37707657,12
S37707701,8
S37707707,17
S37707771,28
S37707788,9
S37707809,18
S37707820,7
S37707874,8
S37707892,21
S37707911,27
S37707951,9
S37708279,19
S37708543,22
S37709115,28
S37710306,17
S37710642,6
S37710920,6
S37711224,16
S37711432,6
S37711615,8
S37711671,15
S37712237,6
S37713388,41
S37714347,9
S37714611,20
S37714956,17
S37715001,8
S37715069,10
S37716907,3
S37717023,28
S37717122,9
S37717154,18
S37717245,11
S37717274,7
S37717280,13
S37717285,3
S37717309,17
S37717378,19
S37717427,3
S37717430,3
S37717459,11
S37717489,14
S37717496,20
S37717561,21
S37717601,1
S37717734,10
S37717774,5
S37717780,6
S37717787,6
S37717864,12
S37717976,13
S37718157,9
S37718176,4
S37718230,18
S37718330,8
S37718605,22
S37718663,31
S37718762,15
S37718795,12
