"checklist_id" "observer_id" "sampling_event_identifier" "species_observed" "state_code" "locality_id" "latitude" "longitude" "protocol_type" "all_species_reported" "observation_date" "time_observations_started" "duration_minutes" "effort_distance_km" "number_observers" "norbob" "whiibi" "woothr" "bbs"
"S46735876" "obs221446" "S46735876" FALSE "US-TN" "L6257240" 35.031945 -89.760966 "Traveling" TRUE "2018-06-23" 6.5 100 1.609 1 0 0 0 0
"S46580820" "obs127114" "S46580820" TRUE "US-GA" "L7578287" 31.078906 -81.940305 "Stationary" TRUE "2018-06-16" 7.16666666666667 5 0 1 1 NA NA 0
"S46580820" "obs127114" "S46580820" FALSE "US-GA" "L7578287" 31.078906 -81.940305 "Stationary" TRUE "2018-06-16" 7.16666666666667 5 0 1 NA 0 0 0
"S45464679" "obs345656" "S45464679" FALSE "US-AL" "L3265885" 31.1889311 -85.2412328 "Stationary" TRUE "2018-05-08" 12.85 60 0 2 0 0 0 0
"S45983901" "obs178691" "S45983901" FALSE "US-SC" "L450139" 32.1655799 -81.1152447 "Stationary" TRUE "2018-05-24" 9.58333333333333 6 0 1 0 0 0 0
"S45491795" "obs172983" "S45491795" FALSE "US-AL" "L856720" 32.3812833 -87.7233167 "Stationary" TRUE "2018-05-08" 6.38333333333333 120 0 2 0 0 0 0
"S45666717" "obs215915" "S45666717" FALSE "US-SC" "L7406862" 32.759066 -79.857731 "Traveling" TRUE "2018-05-14" 11.7 40 1.091 1 0 0 0 0
"S45425074" "obs446485" "S45425074" FALSE "US-MS" "L2575336" 30.3812374 -88.7644981 "Stationary" TRUE "2018-05-06" 17.5 90 0 2 0 0 0 0
"S46125107" "obs515917" "S46125107" FALSE "US-VA" "L4064678" 36.8553832 -76.0181739 "Stationary" TRUE "2018-05-29" 7.25 40 0 1 0 0 0 0
"S46336661" "obs660796" "S46336661" FALSE "US-GA" "L3979763" 32.2344551 -84.2987716 "Stationary" TRUE "2018-06-05" 8 5 0 1 0 0 0 0
"S46312659" "obs393635" "S46312659" TRUE "US-MS" "L2025417" 33.4852241 -88.9706191 "Stationary" TRUE "2018-06-02" 17.1666666666667 20 0 1 1 NA 1 0
"S46312659" "obs393635" "S46312659" FALSE "US-MS" "L2025417" 33.4852241 -88.9706191 "Stationary" TRUE "2018-06-02" 17.1666666666667 20 0 1 NA 0 NA 0
"S46213704" "obs930358" "S46213704" FALSE "US-MS" "L1296469" 30.2122016 -88.9542389 "Traveling" TRUE "2018-06-01" 10.2833333333333 229 4.876 1 0 0 0 0
"S46013801" "obs209453" "S46013801" FALSE "US-VA" "L7465254" 37.8833882 -76.6480933 "Traveling" TRUE "2018-05-25" 14.6333333333333 10 0.225 1 0 0 0 0
"S46049006" "obs556308" "S46049006" FALSE "US-MS" "L281801" 32.5295196 -89.9382019 "Traveling" TRUE "2018-05-26" 16.85 65 2.414 1 0 0 NA 0
"S46049006" "obs556308" "S46049006" TRUE "US-MS" "L281801" 32.5295196 -89.9382019 "Traveling" TRUE "2018-05-26" 16.85 65 2.414 1 NA NA 1 0
"S46111805" "obs18841" "S46111805" FALSE "US-FL" "L1131749" 30.5134702 -84.3474483 "Stationary" TRUE "2018-05-28" 15.5333333333333 10 0 1 0 NA 0 0
"S46111805" "obs18841" "S46111805" TRUE "US-FL" "L1131749" 30.5134702 -84.3474483 "Stationary" TRUE "2018-05-28" 15.5333333333333 10 0 1 NA 13 NA 0
"S46159196" "obs292170" "S46159196" FALSE "US-FL" "L3922743" 30.3057993 -81.9063592 "Stationary" TRUE "2018-05-30" 13.3333333333333 23 0 1 0 0 0 0
"S46667645" "obs665305" "S46667645" FALSE "US-AL" "L7597089" 32.353595 -85.884216 "Traveling" TRUE "2018-06-19" 17.75 60 2.887 1 0 0 0 0
"S46805312" "obs350162" "S46805312" FALSE "US-VA" "L7740117" 36.8626846 -76.0993953 "Traveling" TRUE "2018-06-26" 7.08333333333333 45 3.685 1 0 0 0 0
"S45317647" "obs337424" "S45317647" FALSE "US-GA" "L589206" 31.16246 -81.50159 "Traveling" TRUE "2018-05-05" 17.5666666666667 44 2.8 1 0 NA 0 0
"S45317647" "obs337424" "S45317647" TRUE "US-GA" "L589206" 31.16246 -81.50159 "Traveling" TRUE "2018-05-05" 17.5666666666667 44 2.8 1 NA 34 NA 0
"S46042918" "obs548029" "S46042918" FALSE "US-GA" "L109172" 33.3855863 -81.96069 "Traveling" TRUE "2018-05-26" 14.15 75 4.023 2 0 0 0 0
"S46782771" "obs772418" "S46782771" FALSE "US-VA" "L7622026" 36.672338 -75.915133 "Traveling" TRUE "2018-06-25" 6.18333333333333 199 2.897 1 0 0 0 0
"S46662599" "obs1003879" "S46662599" FALSE "US-SC" "L7596027" 32.629827 -80.688194 "Stationary" TRUE "2018-06-08" 8.71666666666667 5 0 2 0 0 0 0
"S46841354" "obs18841" "S46841354" FALSE "US-FL" "L140538" 30.187782 -84.4090292 "Stationary" TRUE "2018-06-27" 15.0666666666667 10 0 1 0 0 0 0
"S46565320" "obs163358" "S46565320" FALSE "US-GA" "L765434" 31.78332 -81.39856 "Traveling" TRUE "2018-06-15" 12.25 76 1.597 1 0 0 0 0
"S46681292" "obs1003879" "S46681292" FALSE "US-SC" "L7599920" 32.4196 -80.7791 "Stationary" TRUE "2018-06-12" 7.98333333333333 5 0 2 0 0 0 0
"S46769018" "obs140175" "S46769018" FALSE "US-NC" "L986373" 35.9146352 -76.2557602 "Traveling" TRUE "2018-06-24" 15.4333333333333 28 0.885 2 0 0 0 0
"S46714298" "obs189231" "S46714298" FALSE "US-MS" "L371718" 30.8749716 -89.1289902 "Traveling" TRUE "2018-06-22" 6.01666666666667 59 4.429 1 0 0 0 0
"S46705694" "obs997923" "S46705694" FALSE "US-GA" "L363724" 32.3855789 -84.9599361 "Traveling" TRUE "2018-06-21" 11.0833333333333 25 1.609 1 0 0 0 0
"S46444746" "obs157963" "S46444746" FALSE "US-AL" "L7550444" 30.5245879 -87.8838852 "Stationary" TRUE "2018-06-10" 11 1 0 1 0 0 0 0
"S45472968" "obs431606" "S45472968" FALSE "US-MS" "L3213794" 30.3532694 -88.5297079 "Stationary" TRUE "2018-05-08" 6.25 105 0 2 0 0 0 0
"S46653005" "obs189845" "S46653005" FALSE "US-SC" "L1116644" 32.700211 -80.2786446 "Stationary" TRUE "2018-06-19" 6.36666666666667 20 0 1 0 0 0 0
"S46852941" "obs526743" "S46852941" FALSE "US-GA" "L7638814" 31.1486467 -81.5673361 "Traveling" TRUE "2018-06-28" 11.8 2 0.612 1 0 0 0 0
"S46022632" "obs976144" "S46022632" FALSE "US-SC" "L7467023" 32.779862 -79.988316 "Stationary" TRUE "2018-05-25" 14.1 5 0 1 0 0 0 0
"S46768648" "obs206965" "S46768648" FALSE "US-VA" "L7619174" 36.630116 -77.511268 "Stationary" TRUE "2018-06-24" 5.33333333333333 4 0 1 0 0 0 0
"S46075841" "obs293564" "S46075841" TRUE "US-FL" "L764308" 30.4590692 -87.0925283 "Traveling" TRUE "2018-05-27" 15.1333333333333 43 1.159 1 2 NA NA 0
"S46075841" "obs293564" "S46075841" FALSE "US-FL" "L764308" 30.4590692 -87.0925283 "Traveling" TRUE "2018-05-27" 15.1333333333333 43 1.159 1 NA 0 0 0
"S46474969" "obs167062" "S46474969" FALSE "US-SC" "L6926566" 33.4532174 -79.1534963 "Stationary" TRUE "2018-06-08" 16.9166666666667 5 0 2 0 0 0 0
"S46458945" "obs1003879" "S46458945" FALSE "US-SC" "L7553584" 32.2609 -80.8064 "Stationary" TRUE "2018-06-02" 9.31666666666667 5 0 2 0 0 0 0
"S46074037" "obs110157" "S46074037" FALSE "US-SC" "L1014308" 32.4687033 -80.6666905 "Traveling" TRUE "2018-05-26" 14.3666666666667 23 2.736 1 0 0 0 0
"S46068067" "obs1108745" "S46068067" FALSE "US-SC" "L7476385" 33.674488 -79.035164 "Stationary" TRUE "2018-05-27" 12.6166666666667 5 0 1 0 0 0 0
"S46467779" "obs333452" "S46467779" FALSE "US-NC" "L7555609" 35.118502 -76.636778 "Stationary" TRUE "2018-06-11" 8 5 0 1 0 0 0 0
"S46647287" "obs189231" "S46647287" FALSE "US-MS" "L1676116" 31.3104745 -89.2792737 "Traveling" TRUE "2018-06-18" 19.2833333333333 15 0.446 1 0 0 0 0
"S46718083" "obs108909" "S46718083" FALSE "US-SC" "L1035242" 33.3605797 -81.7725277 "Traveling" TRUE "2018-06-21" 12.3 7 4.603 1 0 0 0 0
"S46885982" "obs431606" "S46885982" FALSE "US-MS" "L3213794" 30.3532694 -88.5297079 "Stationary" TRUE "2018-06-27" 6.66666666666667 60 0 1 0 0 0 0
"S46532019" "obs727797" "S46532019" FALSE "US-NC" "L7568124" 36.168532 -75.7449399 "Stationary" TRUE "2018-06-13" 13.45 5 0 1 0 0 0 0
"S46534990" "obs940190" "S46534990" FALSE "US-AL" "L6052570" 32.3776781 -86.2292218 "Stationary" TRUE "2018-06-13" 16.8333333333333 60 0 1 0 0 0 0
"S46598418" "obs100888" "S46598418" FALSE "US-VA" "L479543" 36.9026512 -76.2848997 "Stationary" TRUE "2018-06-16" 5.86666666666667 250 0 1 0 0 0 0
"S45969225" "obs930358" "S45969225" FALSE "US-MS" "L6520041" 32.2588912 -90.242464 "Stationary" TRUE "2018-05-23" 17.1 145 0 1 0 0 0 0
"S46559587" "obs433373" "S46559587" FALSE "US-SC" "L6310806" 32.7975472 -80.0289315 "Traveling" TRUE "2018-06-15" 8.43333333333333 14 0.435 1 0 0 0 0
"S46694709" "obs99847" "S46694709" FALSE "US-FL" "L4775819" 29.77531 -85.406012 "Stationary" TRUE "2018-06-21" 8.05 2 0 1 0 0 0 0
"S45880905" "obs1043757" "S45880905" FALSE "US-GA" "L7216377" 33.0688738 -83.2178575 "Stationary" TRUE "2018-05-20" 10.5 90 0 2 0 0 0 0
"S45954845" "obs332911" "S45954845" TRUE "US-GA" "L881669" 30.75 -84 "Stationary" TRUE "2018-05-23" 10.7 9 0 1 2 NA NA 0
"S45954845" "obs332911" "S45954845" FALSE "US-GA" "L881669" 30.75 -84 "Stationary" TRUE "2018-05-23" 10.7 9 0 1 NA 0 0 0
"S46514597" "obs977037" "S46514597" FALSE "US-TN" "L794413" 35.0699686 -88.2510495 "Traveling" TRUE "2018-06-12" 17.95 25 1.287 1 0 0 0 0
"S46879150" "obs172983" "S46879150" FALSE "US-AL" "L2612962" 32.5204623 -87.8897989 "Stationary" TRUE "2018-06-29" 12.5833333333333 16 0 2 0 0 0 0
"S46473209" "obs495550" "S46473209" FALSE "US-SC" "L7556614" 33.115663 -79.952803 "Stationary" TRUE "2018-06-11" 12.4 5 0 3 0 0 0 0
"S46117341" "obs586580" "S46117341" FALSE "US-NC" "L529457" 34.4431587 -77.5222778 "Stationary" TRUE "2018-05-27" 13 120 0 2 0 0 0 0
"S46504345" "obs172983" "S46504345" FALSE "US-AL" "L856720" 32.3812833 -87.7233167 "Stationary" TRUE "2018-06-09" 16.6166666666667 30 0 2 0 0 0 0
"S46504397" "obs597082" "S46504397" FALSE "US-SC" "L5299486" 33.310162 -81.850811 "Stationary" TRUE "2018-06-06" 9.66666666666667 5 0 1 0 0 0 0
"S46504399" "obs172983" "S46504399" FALSE "US-AL" "L856720" 32.3812833 -87.7233167 "Stationary" TRUE "2018-06-10" 12.2333333333333 60 0 2 0 0 0 0
"S46498881" "obs259382" "S46498881" FALSE "US-GA" "L3242960" 30.9550209 -82.8836417 "Stationary" TRUE "2018-06-12" 11.5 30 0 1 0 0 0 0
"S45303068" "obs898501" "S45303068" FALSE "US-TN" "L6251734" 36.3441756 -88.8250583 "Traveling" TRUE "2018-05-05" 10 224 2.414 1 0 0 NA 0
"S45303068" "obs898501" "S45303068" TRUE "US-TN" "L6251734" 36.3441756 -88.8250583 "Traveling" TRUE "2018-05-05" 10 224 2.414 1 NA NA NA 0
"S45701812" "obs221160" "S45701812" FALSE "US-MS" "L7412868" 34.845676 -90.085449 "Traveling" TRUE "2018-05-15" 9.83333333333333 64 2.092 2 0 0 0 0
"S45606801" "obs924251" "S45606801" FALSE "US-MS" "L7397367" 32.33292 -89.482557 "Stationary" TRUE "2018-05-12" 16.8166666666667 20 0 1 0 0 0 0
"S45475611" "obs183008" "S45475611" FALSE "US-VA" "L1983092" 37.7332455 -77.3554337 "Traveling" TRUE "2018-05-06" 12.5 150 0.402 3 0 0 NA 0
"S45475611" "obs183008" "S45475611" TRUE "US-VA" "L1983092" 37.7332455 -77.3554337 "Traveling" TRUE "2018-05-06" 12.5 150 0.402 3 NA NA 2 0
"S46550728" "obs331665" "S46550728" FALSE "US-MS" "L284440" 30.3670574 -89.085007 "Traveling" TRUE "2018-06-13" 11.25 150 0.402 1 0 0 0 0
"S46567987" "obs108909" "S46567987" FALSE "US-SC" "L3321099" 33.3293665 -81.3048363 "Traveling" TRUE "2018-06-15" 11.3333333333333 81 4.973 1 0 0 0 0
"S46532390" "obs122250" "S46532390" FALSE "US-AL" "L4856309" 32.138641 -85.0615919 "Traveling" TRUE "2018-06-13" 12.5 20 0.805 1 0 0 0 0
"S46526050" "obs479817" "S46526050" FALSE "US-TN" "L850758" 35.0900498 -89.8648489 "Traveling" TRUE "2018-06-13" 14.4333333333333 39 0.876 1 0 0 0 0
"S46526436" "obs332911" "S46526436" TRUE "US-FL" "L3110621" 30.6567786 -84.2087889 "Traveling" TRUE "2018-06-13" 16.2833333333333 5 0.287 1 1 NA NA 0
"S46526436" "obs332911" "S46526436" FALSE "US-FL" "L3110621" 30.6567786 -84.2087889 "Traveling" TRUE "2018-06-13" 16.2833333333333 5 0.287 1 NA 0 0 0
"S46882696" "obs977037" "S46882696" FALSE "US-TN" "L6563453" 35.061819 -88.535067 "Stationary" TRUE "2018-06-29" 19.0666666666667 8 0 1 0 0 0 0
"S46883391" "obs212353" "S46883391" FALSE "US-VA" "L7645650" 37.0605449 -76.9905138 "Traveling" TRUE "2018-06-28" 21.25 24 4.828 2 0 0 0 0
"S45806060" "obs196652" "S45806060" FALSE "US-FL" "L127291" 30.3697 -81.482 "Traveling" TRUE "2018-05-18" 16.9 88 3.235 1 0 0 0 0
"S45806223" "obs252136" "S45806223" FALSE "US-SC" "L1130866" 32.7434646 -79.9136066 "Stationary" TRUE "2018-05-18" 17.8333333333333 52 0 2 0 0 0 0
"S45790560" "obs393635" "S45790560" FALSE "US-MS" "L986514" 33.4707213 -88.7798738 "Traveling" TRUE "2018-05-17" 14 110 4.828 1 0 0 0 0
"S46849844" "obs279697" "S46849844" TRUE "US-GA" "L1283170" 30.7367824 -83.5098267 "Traveling" TRUE "2018-06-28" 8.16666666666667 36 1.642 1 1 NA NA 0
"S46849844" "obs279697" "S46849844" FALSE "US-GA" "L1283170" 30.7367824 -83.5098267 "Traveling" TRUE "2018-06-28" 8.16666666666667 36 1.642 1 NA 0 0 0
"S45296582" "obs446284" "S45296582" FALSE "US-MS" "L3370631" 30.3592515 -88.6726456 "Traveling" TRUE "2018-05-05" 7.43333333333333 87 2.398 2 0 0 0 0
"S46071279" "obs599622" "S46071279" FALSE "US-VA" "L7477071" 37.5628493 -76.7955611 "Traveling" TRUE "2018-05-27" 13.45 59 0.161 1 0 0 0 0
"S45787584" "obs514319" "S45787584" FALSE "US-NC" "L7425943" 36.0576341 -77.6833135 "Traveling" TRUE "2018-05-18" 5.56666666666667 4 0.692 1 0 0 0 0
"S46857700" "obs874544" "S46857700" FALSE "US-VA" "L5498254" 37.2111547 -77.4776472 "Stationary" TRUE "2018-06-28" 7.5 30 0 1 0 0 0 0
"S46552523" "obs288444" "S46552523" FALSE "US-FL" "L7572376" 30.078637 -81.71916 "Stationary" TRUE "2018-06-14" 14.45 20 0 1 0 0 0 0
"S46549693" "obs997969" "S46549693" FALSE "US-SC" "L7571712" 34.204241 -79.536241 "Traveling" TRUE "2018-06-14" 14.4166666666667 1 1.609 1 0 0 0 0
"S46077919" "obs235384" "S46077919" FALSE "US-VA" "L7478306" 37.098403 -77.457654 "Stationary" TRUE "2018-05-27" 7.2 5 0 1 0 0 0 0
"S45362517" "obs533677" "S45362517" FALSE "US-SC" "L1152917" 33.5165672 -80.2782154 "Traveling" TRUE "2018-05-05" 7.5 300 4.828 2 0 0 0 0
"S45986011" "obs230064" "S45986011" FALSE "US-GA" "L7459895" 32.698813 -82.621301 "Traveling" TRUE "2018-05-24" 13.9166666666667 1 0.847 1 0 0 0 0
"S46064051" "obs446284" "S46064051" FALSE "US-MS" "L2520299" 32.00069 -89.79945 "Traveling" TRUE "2018-05-27" 9.36666666666667 10 3.219 1 0 0 NA 0
"S46064051" "obs446284" "S46064051" TRUE "US-MS" "L2520299" 32.00069 -89.79945 "Traveling" TRUE "2018-05-27" 9.36666666666667 10 3.219 1 NA NA 1 0
"S45745002" "obs29580" "S45745002" FALSE "US-MS" "L1024386" 30.4094355 -88.9789581 "Stationary" TRUE "2018-05-16" 17 13 0 1 0 0 0 0
"S46747123" "obs1125859" "S46747123" FALSE "US-SC" "L7614510" 32.4693 -80.6667 "Stationary" TRUE "2018-06-10" 15.3833333333333 5 0 3 0 0 0 0
"S46044042" "obs157963" "S46044042" FALSE "US-AL" "L7471330" 31.0696974 -87.765162 "Stationary" TRUE "2018-05-24" 6.06666666666667 3 0 1 0 0 0 0
"S46049701" "obs665305" "S46049701" FALSE "US-AL" "L7472742" 32.20116 -85.97554 "Traveling" TRUE "2018-05-26" 15.05 18 3.234 1 0 0 0 0
"S46529304" "obs751369" "S46529304" FALSE "US-VA" "L7234306" 37.520556 -77.284261 "Stationary" TRUE "2018-06-13" 18.3833333333333 4 0 1 0 0 0 0
"S46708717" "obs751369" "S46708717" FALSE "US-VA" "L2444448" 37.6404199 -77.4166417 "Traveling" TRUE "2018-06-21" 20.9166666666667 9 3.104 1 0 0 0 0
"S46708728" "obs624395" "S46708728" TRUE "US-GA" "L7605762" 31.826091 -84.119725 "Stationary" TRUE "2018-06-21" 20.95 10 0 2 6 NA NA 0
"S46708728" "obs624395" "S46708728" FALSE "US-GA" "L7605762" 31.826091 -84.119725 "Stationary" TRUE "2018-06-21" 20.95 10 0 2 NA 0 0 0
"S46029939" "obs157963" "S46029939" FALSE "US-AL" "L4972907" 30.6106033 -87.909699 "Traveling" TRUE "2018-05-26" 6.26666666666667 41 2.414 1 0 0 0 0
"S45658214" "obs924251" "S45658214" FALSE "US-MS" "L7403804" 32.203099 -88.964202 "Stationary" TRUE "2018-05-14" 6.51666666666667 28 0 1 0 0 NA 0
"S45658214" "obs924251" "S45658214" TRUE "US-MS" "L7403804" 32.203099 -88.964202 "Stationary" TRUE "2018-05-14" 6.51666666666667 28 0 1 NA NA 1 0
"S46512428" "obs673692" "S46512428" FALSE "US-GA" "L3216995" 32.924843 -82.2469139 "Traveling" TRUE "2018-06-10" 18.6666666666667 35 3.219 2 0 NA 0 0
"S46512428" "obs673692" "S46512428" TRUE "US-GA" "L3216995" 32.924843 -82.2469139 "Traveling" TRUE "2018-06-10" 18.6666666666667 35 3.219 2 NA 1 NA 0
"S46546092" "obs997969" "S46546092" FALSE "US-SC" "L7570879" 34.203653 -79.887901 "Traveling" TRUE "2018-06-14" 14.9833333333333 1 1.609 1 0 0 0 0
"S45271173" "obs142036" "S45271173" FALSE "US-VA" "L443270" 37.4130845 -77.2508812 "Traveling" TRUE "2018-05-04" 16.0166666666667 17 0.644 2 0 0 0 0
"S46422071" "obs857154" "S46422071" FALSE "US-MS" "L7545278" 31.3569731 -90.6190976 "Traveling" TRUE "2018-06-09" 13.5833333333333 3 1.11 2 0 0 0 0
"S46843086" "obs268144" "S46843086" FALSE "US-VA" "L7165858" 37.377003 -76.801628 "Traveling" TRUE "2018-06-27" 7.83333333333333 70 1.609 2 0 0 0 0
"S45388676" "obs479602" "S45388676" FALSE "US-VA" "L2629921" 37.2666496 -76.7099499 "Stationary" TRUE "2018-05-06" 6.75 60 0 1 0 0 0 0
"S46850013" "obs665305" "S46850013" FALSE "US-AL" "L5282730" 32.3804326 -86.2308741 "Stationary" TRUE "2018-06-28" 7.73333333333333 10 0 1 0 0 0 0
"S46870996" "obs479817" "S46870996" FALSE "US-TN" "L850758" 35.0900498 -89.8648489 "Traveling" TRUE "2018-06-29" 8.66666666666667 53 1.411 1 0 0 0 0
"S45879465" "obs1035426" "S45879465" FALSE "US-VA" "L718750" 36.7723 -76.1607 "Traveling" TRUE "2018-05-14" 8.5 165 4.828 1 0 0 NA 0
"S45879465" "obs1035426" "S45879465" TRUE "US-VA" "L718750" 36.7723 -76.1607 "Traveling" TRUE "2018-05-14" 8.5 165 4.828 1 NA NA 1 0
"S45447252" "obs259382" "S45447252" FALSE "US-GA" "L3242960" 30.9550209 -82.8836417 "Stationary" TRUE "2018-05-08" 7.25 45 0 1 0 0 0 0
"S46719679" "obs1125334" "S46719679" FALSE "US-SC" "L2043495" 32.9782841 -80.0517082 "Traveling" TRUE "2018-06-22" 11.5 25 1.609 1 0 0 0 0
"S46717657" "obs547676" "S46717657" FALSE "US-NC" "L4119991" 35.2831057 -77.7435837 "Stationary" TRUE "2018-06-22" 11.0666666666667 3 0 1 0 0 0 0
"S46550742" "obs418133" "S46550742" FALSE "US-SC" "L124353" 33.5083 -79.0659 "Traveling" TRUE "2018-06-14" 7.5 180 4.023 1 0 0 0 0
"S46774420" "obs172983" "S46774420" FALSE "US-AL" "L856759" 32.5353176 -87.6870131 "Stationary" TRUE "2018-06-24" 10.9166666666667 19 0 2 0 0 0 0
"S45924343" "obs124398" "S45924343" FALSE "US-SC" "L7449583" 32.343256 -81.01441 "Stationary" TRUE "2018-05-22" 10.3333333333333 6 0 1 0 0 0 0
"S46423060" "obs541011" "S46423060" FALSE "US-GA" "L353074" 32.8388 -83.6077 "Traveling" TRUE "2018-06-09" 10.2833333333333 120 2.414 1 0 0 NA 0
"S46423060" "obs541011" "S46423060" TRUE "US-GA" "L353074" 32.8388 -83.6077 "Traveling" TRUE "2018-06-09" 10.2833333333333 120 2.414 1 NA NA 1 0
"S46137733" "obs108909" "S46137733" FALSE "US-SC" "L7487072" 33.5478214 -79.0214826 "Traveling" TRUE "2018-05-29" 10.9166666666667 35 1.207 1 0 0 0 0
"S46078045" "obs235384" "S46078045" FALSE "US-VA" "L7478327" 37.1143988 -77.4253372 "Traveling" TRUE "2018-05-27" 6.98333333333333 5 0.161 1 0 0 0 0
"S46827406" "obs345677" "S46827406" FALSE "US-GA" "L775529" 33.0817614 -83.2152557 "Traveling" TRUE "2018-06-27" 9.53333333333333 28 0.649 1 0 0 0 0
"S46649328" "obs443074" "S46649328" FALSE "US-AL" "L2530501" 30.6392782 -87.881071 "Stationary" TRUE "2018-06-17" 9.16666666666667 70 0 1 0 0 0 0
"S46052304" "obs344449" "S46052304" FALSE "US-SC" "L6988511" 33.094495 -79.808073 "Traveling" TRUE "2018-05-26" 9.1 42 0.245 1 0 0 0 0
"S46064798" "obs157963" "S46064798" FALSE "US-AL" "L1889765" 30.5259781 -88.3357543 "Traveling" TRUE "2018-05-27" 9.9 5 0.74 1 0 0 0 0
"S45414873" "obs447687" "S45414873" FALSE "US-AL" "L5528644" 33.2041101 -87.5456151 "Traveling" TRUE "2018-05-07" 10.5833333333333 8 0.644 1 0 0 0 0
"S46534435" "obs997923" "S46534435" FALSE "US-GA" "L4887674" 32.5443532 -84.8837614 "Traveling" TRUE "2018-06-13" 18.3666666666667 48 4.828 2 0 0 0 0
"S45430315" "obs343275" "S45430315" FALSE "US-TN" "L6816921" 35.204631 -89.82112 "Traveling" TRUE "2018-05-07" 16.8 90 3.219 1 0 0 0 0
"S46070447" "obs310607" "S46070447" FALSE "US-NC" "L7476894" 34.661661 -77.033153 "Traveling" TRUE "2018-05-27" 12.3833333333333 97 4.254 1 0 0 0 0
"S46078651" "obs100888" "S46078651" FALSE "US-VA" "L479543" 36.9026512 -76.2848997 "Stationary" TRUE "2018-05-27" 7.76666666666667 300 0 1 0 0 0 0
"S46781717" "obs541448" "S46781717" FALSE "US-GA" "L7621795" 31.150795 -81.372173 "Stationary" TRUE "2018-06-25" 8.53333333333333 2 0 1 0 0 0 0
"S46543140" "obs226435" "S46543140" FALSE "US-MS" "L4445800" 33.5252677 -88.4672141 "Stationary" TRUE "2018-06-14" 9.3 36 0 1 0 0 0 0
"S46716585" "obs526743" "S46716585" FALSE "US-GA" "L7607238" 31.9032881 -81.3234864 "Traveling" TRUE "2018-06-22" 10.3333333333333 1 0.595 1 0 0 0 0
"S46746775" "obs7435" "S46746775" TRUE "US-VA" "L612117" 38.2516619 -77.2733688 "Traveling" TRUE "2018-06-23" 17.05 25 0.624 1 2 NA NA 0
"S46746775" "obs7435" "S46746775" FALSE "US-VA" "L612117" 38.2516619 -77.2733688 "Traveling" TRUE "2018-06-23" 17.05 25 0.624 1 NA 0 0 0
"S46746825" "obs773869" "S46746825" FALSE "US-GA" "L7614483" 31.45497 -83.601723 "Traveling" TRUE "2018-06-23" 17.6833333333333 1 0.564 1 0 0 0 0
"S46700652" "obs290215" "S46700652" FALSE "US-AL" "L4776383" 32.9000076 -87.445887 "Stationary" TRUE "2018-06-21" 7.63333333333333 6 0 1 0 0 0 0
"S45637756" "obs336206" "S45637756" FALSE "US-VA" "L655257" 36.5896197 -76.5026093 "Traveling" TRUE "2018-05-13" 12.2833333333333 59 2.766 1 0 0 0 0
"S46046919" "obs556308" "S46046919" FALSE "US-MS" "L674171" 32.5225632 -89.9663544 "Stationary" TRUE "2018-05-26" 16.6333333333333 8 0 1 0 0 0 0
"S46705495" "obs997923" "S46705495" FALSE "US-GA" "L821698" 32.5109696 -84.9118361 "Traveling" TRUE "2018-06-21" 9.66666666666667 64 3.219 1 0 0 0 0
"S46771993" "obs172983" "S46771993" FALSE "US-AL" "L4711540" 32.488443 -87.7457428 "Traveling" TRUE "2018-06-24" 6.98333333333333 40 3.541 2 0 0 0 0
"S46833432" "obs332911" "S46833432" TRUE "US-FL" "L3110621" 30.6567786 -84.2087889 "Traveling" TRUE "2018-06-27" 15.0833333333333 7 0.323 1 2 NA NA 0
"S46833432" "obs332911" "S46833432" FALSE "US-FL" "L3110621" 30.6567786 -84.2087889 "Traveling" TRUE "2018-06-27" 15.0833333333333 7 0.323 1 NA 0 0 0
"S46833445" "obs1126372" "S46833445" FALSE "US-NC" "L7631655" 35.9035688 -75.6441564 "Traveling" TRUE "2018-06-27" 14 75 2.414 2 0 0 0 0
"S46730251" "obs431606" "S46730251" FALSE "US-MS" "L3435574" 30.368761 -88.5450733 "Traveling" TRUE "2018-06-22" 10.4166666666667 10 0.805 1 0 0 0 0
"S46735176" "obs121418" "S46735176" FALSE "US-AL" "L7611599" 31.1027688 -88.2380795 "Traveling" TRUE "2018-06-23" 7.61666666666667 2 3.846 1 0 0 0 0
"S45924671" "obs175096" "S45924671" FALSE "US-VA" "L718750" 36.7723 -76.1607 "Traveling" TRUE "2018-05-22" 7.2 206 4.104 1 0 0 NA 0
"S45924671" "obs175096" "S45924671" TRUE "US-VA" "L718750" 36.7723 -76.1607 "Traveling" TRUE "2018-05-22" 7.2 206 4.104 1 NA NA 1 0
"S46020423" "obs433373" "S46020423" FALSE "US-SC" "L3069034" 32.8201719 -80.0574589 "Traveling" TRUE "2018-05-25" 18.15 89 3.412 1 0 0 0 0
"S46510229" "obs112599" "S46510229" FALSE "US-FL" "L3110621" 30.6567786 -84.2087889 "Stationary" TRUE "2018-06-08" 9.5 60 0 2 0 NA 0 0
"S46510229" "obs112599" "S46510229" TRUE "US-FL" "L3110621" 30.6567786 -84.2087889 "Stationary" TRUE "2018-06-08" 9.5 60 0 2 NA 3 NA 0
"S46695488" "obs221242" "S46695488" FALSE "US-NC" "L4109273" 35.874625 -75.660874 "Traveling" TRUE "2018-06-21" 8 15 0.322 1 0 0 0 0
