checklist_id,n_species
S30212471,4
S30212478,7
S30212507,11
S30212587,5
S30212649,6
S30212681,8
S30213001,17
S30213073,5
S30213267,9
S30213273,14
S30213282,10
S30213300,22
S30213586,19
S30213695,18
S30213743,9
S30213797,15
S30213817,3
S30213820,13
S30213995,43
S30214251,11
S30214343,8
S3021436,63
S30214402,17
S3021441,62
S30214511,24
S3021452,63
S30214549,15
S3021461,63
S3021467,56
S30214982,7
S30215027,2
S30215248,15
S30215370,36
S30215373,9
S30215526,18
S30215528,12
S30215540,10
S30215673,11
S30215769,1
S30216171,1
S30216298,26
S30216334,10
S30216372,4
S30216386,4
S30216414,6
S30216475,7
S30216663,12
S30216726,6
S30217111,17
S30217448,32
S30217718,39
S30217771,13
S30217924,10
S30218060,6
S30218215,12
S30218225,6
S30218246,4
S30218268,14
S30218278,20
S30218280,17
S30218480,16
S30218584,43
S30218643,43
S30218809,2
S30218916,27
S30219043,23
S30219429,18
S30219592,6
S30219593,12
S30219751,9
S30219821,18
S30219869,4
S30220220,32
S30220369,18
S30220370,17
S30220372,48
S30220374,21
S30220375,9
S30220376,22
S30220381,14
S30220382,17
S30220383,14
S30220384,26
S30220385,27
S30220423,25
S30220437,30
S30220489,18
S30220527,24
S30220557,27
S30220603,15
S30220626,9
S30220691,21
S30220701,21
S30220714,24
S30220769,36
S30220854,34
S30220857,20
S30220903,15
S30220951,51
S30220964,15
S30221032,15
S30221058,37
S30221112,16
S30221374,39
S30221423,16
S30222528,1
S30223067,29
S30223252,14
S30223516,18
S30223537,7
S30223572,32
S30223573,30
S30223575,22
S30223577,20
S30223580,16
S30223620,40
S30223666,14
S30223870,27
S30223907,53
S30224014,7
S30224044,38
S30224059,12
S30224098,9
S30224156,15
S30224345,22
S30224502,13
S30224603,9
S30224727,15
S30224808,14
S30224874,21
S30225009,13
S30225318,18
S30225387,17
S30225447,18
S30225474,1
S30225487,1
S30225574,43
S30225604,21
S30226460,20
S30226470,0
S30226472,19
S30226475,9
S30226538,12
S30226545,14
S30226546,5
S30226553,17
S30226567,14
S30226583,6
S30226792,5
S30226885,18
S30226894,13
S30226950,5
S30227109,10
S30227418,10
S30227459,11
S30227550,14
S30227578,12
S30227898,39
S30227944,19
S30228016,12
S30228018,23
S30228040,12
S30228259,11
S30228325,3
S30228402,5
S30228417,16
S30228548,8
S30228558,20
S30228604,6
S30228630,26
S30228649,7
S30228726,12
S30228763,6
S30228808,5
S30228855,8
S30228940,5
S30229012,5
S30229077,10
S30229112,29
S30229128,5
S30229141,7
S30229166,7
S30229177,19
S30229294,1
S30229672,11
S30229922,15
S30230200,10
S30230313,2
S30230363,21
S30230389,11
S30230531,21
S30230534,54
S30230653,6
S30230743,4
S30230976,13
S30231092,24
S30231256,6
S30231512,11
S30231698,41
S30231868,7
S30231869,16
S30231870,7
S30231871,7
S30231872,7
S30231873,10
S30231874,8
S30231875,9
S30231876,11
S30231877,12
S30231878,15
S30231879,10
S30231880,15
S30231881,13
S30231882,13
S30231883,12
S30231884,17
S30231885,12
S30231886,15
S30231887,10
S30231888,13
S30231889,10
S30231890,14
S30231891,13
S30231892,11
S30231893,10
S30231894,8
S30231895,8
S30231896,11
S30231897,9
S30231898,8
S30231899,12
S30231900,9
S30231901,10
S30231902,9
S30231903,13
S30231904,12
S30231905,11
S30231906,8
S30231907,12
S30231908,7
S30231909,12
S30231910,14
S30231911,6
S30231912,10
S30231913,12
S30231914,10
S30231915,9
S30231916,12
S30231917,3
S30231985,34
S30232004,10
S30232160,14
S30232191,18
S30232209,13
S30232236,8
S30232584,23
S30232592,4
S30232679,27
S30232683,16
S30232688,19
S30232804,12
S30232947,17
S30233070,14
S30233385,10
S30233478,28
S30233489,39
S30233583,11
S30234421,28
S30234592,11
S30234634,25
S30235595,3
S30235942,10
S30235957,4
S30236759,12
S30236779,13
S30236795,10
S30236810,19
S30236833,15
S30236890,15
S30237373,19
S30237423,10
S30237524,15
S30237637,19
S30237656,2
S30237661,1
S30237664,7
S30237673,9
S30237674,7
S30237866,23
S30237895,2
S30237912,36
S30238034,11
S30238554,15
S30238579,23
S30238717,15
S30238789,42
S30238815,16
S30238828,15
S30238852,3
S30238855,9
S30238859,8
S30238860,11
S30238861,9
S30238865,17
S30238867,13
S30238871,12
S30239111,44
S30239122,13
S30239128,18
S30239145,20
S30239196,1
S30239248,14
S30239255,23
S30239461,9
S30239463,4
S30239488,7
S30239562,35
S30239605,8
S30239606,10
S30239607,4
S30239608,9
S30239609,7
S30239610,9
S30239611,8
S30239612,12
S30239613,10
S30239614,7
S30239615,9
S30239616,9
S30239617,9
S30239618,9
S30239619,7
S30239620,11
S30239621,10
S30239622,6
S30239623,9
S30239624,5
S30239625,6
S30239626,8
S30239627,15
S30239628,7
S30239629,10
S30239630,10
S30239631,8
S30239632,10
S30239633,8
S30239634,9
S30239635,8
S30239636,11
S30239637,10
S30239638,6
S30239639,6
S30239640,9
S30239641,10
S30239642,9
S30239643,7
S30239644,11
S30239645,10
S30239646,9
S30239647,10
S30239648,12
S30239649,10
S30239650,10
S30239651,15
S30239652,12
S30239653,7
S30239654,8
S30239913,23
S30239932,17
S30239952,19
S30240111,31
S30240325,19
S30240508,13
S30240657,10
S30240889,10
S30241047,20
S30241159,18
S30241161,9
S30241232,15
S30241431,39
S30241819,10
S30241886,8
S30241914,22
S30242063,11
S30242110,5
S30242351,11
S30242371,16
S30242696,15
S30242831,50
S30243097,29
S30243673,16
S30243684,56
S30243714,14
S30243746,10
S30243774,3
S30243795,6
S30243806,8
S30243829,3
S30243874,8
S30243887,4
S30243918,6
S30243972,10
S30244006,5
S30244092,8
S30244176,7
S30244223,8
S30244239,32
S30244281,13
S30244392,26
S30244996,8
S30245008,9
S30245037,11
S30245067,24
S30245075,27
S30245216,7
S30245257,9
S30245294,11
S30245739,7
S30245919,13
S30246141,37
S30246209,12
S30246220,14
S30246254,10
S30246257,11
S30246396,9
S30246402,5
S30246477,38
S30246489,9
S30246494,14
S30246499,11
S30246530,10
S30246668,10
S30246687,44
S30246749,15
S30246768,17
S30246792,17
S30246856,32
S30246902,11
S30246987,15
S30247054,24
S30247193,35
S30247363,14
S30247397,4
S30247485,7
S30247524,13
S30247560,8
S30247609,8
S30247742,3
S30247870,29
S30247946,6
S30248010,9
S30248187,16
S30248192,10
S30248211,10
S30248221,10
S30248224,12
S30248238,5
S30248296,4
S30248364,30
S30248380,18
S30248549,19
S30249370,11
S30249406,4
S30249427,1
S30249464,2
S30249494,12
S30250128,28
S30251160,9
S30251508,20
S30251716,6
S30251867,18
S30252028,18
S30252032,17
S30252076,7
S30252134,21
S30252155,13
S30252169,4
S30252207,26
S30252217,8
S30252291,13
S30252457,17
S30252493,3
S30252540,14
S30252541,16
S30252550,10
S30252587,13
S30252636,5
S30252734,7
S30252820,16
S30252960,36
S30253009,14
S30253012,11
S30253148,21
S30253161,19
S30253213,28
S30253453,15
S30253512,38
S30253572,30
S30253747,17
S30253775,4
S30253814,24
S30253858,13
S30253859,11
S30253860,10
S30253883,53
S30253959,44
S30253975,38
S30254038,26
S30254057,26
S30254118,22
S30254123,17
S30254212,48
S30254394,17
S30254445,4
S30254530,11
S30254531,25
S30254534,15
S30254610,11
S30254636,52
S30254741,22
S30254776,7
S30255050,25
S30255122,3
S30255137,8
S30255139,12
S30255433,5
S30255705,16
S30255981,3
S30256058,17
S30256122,14
S30256156,6
S30256263,17
S30256294,9
S30256312,12
S30256464,39
S30256581,1
S30256743,27
S30257936,24
S30258349,35
S30258817,10
S30258885,5
S30258937,38
S30259054,17
S30259057,42
S30259112,28
S30259116,33
S30259125,12
S30259293,19
S30259323,17
S30259394,32
S30259396,23
S30259430,15
S30259455,20
S30259829,6
S30259953,11
S30260058,14
S30260231,15
S30260371,23
S30260400,18
S30260427,35
S30260768,11
S30260819,7
S30260841,14
S30260983,3
S30261076,12
S30261186,10
S30261278,21
S30261332,8
S30261334,7
S30261359,7
S30261626,3
S30261637,6
S30261820,9
S30261901,10
S30261952,7
S30262042,18
S30262064,6
S30262299,7
S30262305,7
S30262315,10
S30262316,5
S30262318,5
S30262336,4
S30262337,21
S30262386,14
S30262425,11
S30262481,16
S30262571,16
S30263030,12
S30264646,5
S30264847,13
S30264956,34
S30265012,17
S30265032,4
S30265082,8
S30265192,12
S30265295,7
S30265378,33
S30265387,11
S30265400,10
S30265421,8
S30265423,7
S30265426,13
S30265430,23
S30265432,14
S30265472,12
S30265753,8
S30265755,17
S30265838,13
S30265856,32
S30265912,16
S30265951,7
S30266206,23
S30266221,18
S30266323,19
S30266437,20
S30266487,14
S30266502,33
S30266516,24
S30266536,20
S30266567,22
S30266591,22
S30266667,17
S30266678,13
S30266696,13
S30266709,18
S30266724,13
S30266725,19
S30266746,11
S30266766,31
S30266791,16
S30266850,14
S30266857,2
S30266884,6
S30266916,6
S30266935,8
S30266941,7
S30266985,10
S30267043,29
S30267048,8
S30267111,15
S30267159,11
S30267190,8
S30267215,17
S30267241,14
S30267293,14
S30267353,13
S30267585,17
S30267641,11
S30267645,11
S30267647,6
S30267663,19
S30267669,13
S30267913,32
S30267961,8
S30267978,12
S30268002,61
S30268016,7
S30268019,7
S30268029,20
S30268033,3
S30268037,27
S30268044,24
S30268075,44
S30268108,11
S30268172,33
S30268176,23
S30268186,15
S30268211,20
S30268214,50
S30268233,11
S30268253,10
S30268290,11
S30268359,15
S30268399,15
S30268422,9
S30268604,8
S30268697,45
S30268717,5
S30268897,21
S30268984,23
S30268996,18
S30269308,6
S30269470,10
S30269631,43
S30269943,29
S30269945,25
S30270008,4
S30270011,4
S30270021,17
S30270031,17
S30270601,8
S30270700,6
S30270870,10
S30270879,26
S30271095,2
S30271482,34
S30271657,10
S30271687,58
S30271707,2
S30271738,7
S30272222,18
S30272231,15
S30272385,19
S30272387,27
S30272481,7
S30272564,12
S30272998,17
S30272999,30
S30273057,11
S30273076,3
S30273159,3
S30273632,9
S30273679,8
S30273734,41
S30273789,15
S30274259,17
S30274340,14
S30274578,16
S30274643,11
S30275066,3
S30275112,10
S30275138,12
S30275402,10
S30276916,8
S30277287,17
S30277297,4
S30277379,13
S30277739,25
S30277771,1
S30277787,9
S30277814,24
S30277819,16
S30277822,28
S30277909,11
S30278085,35
S30278190,14
S30278235,7
S30278314,11
S30278327,8
S30278330,16
S30278336,8
S30278338,9
S30278361,9
S30278373,13
S30278420,18
S30278429,9
S30278437,10
S30278506,30
S30278554,18
S30278619,13
S30278642,20
S30278676,25
S30278677,28
S30278718,20
S30278814,6
S30278818,3
S30278826,12
S30278847,24
S30278946,5
S30279147,13
S30279296,13
S30279329,17
S30279413,5
S30279752,13
S30280116,31
S30280124,28
S30280150,26
S30280266,11
S30280377,14
S30280389,37
S30280413,13
S30280419,17
S30280425,13
S30280505,9
S30280519,35
S30280540,20
S30280542,21
S30280645,13
S30280683,14
S30280699,36
S30280736,16
S30280822,4
S30280897,18
S30280933,23
S30280959,13
S30280960,22
S30280983,9
S30281011,13
S30281145,30
S30281203,24
S30281204,19
S30281547,42
S30281629,13
S30281945,1
S30281957,4
S30282058,7
S30282231,29
S30282262,11
S30282421,9
S30282549,26
S30282595,23
S30282633,13
S30282672,8
S30282903,11
S30282951,34
S30283108,9
S30283148,10
S30283273,8
S30283287,7
S30283379,13
S30283407,33
S30283447,9
S30283490,14
S30283558,8
S30283565,48
S30283636,13
S30283643,14
S30283737,19
S30283899,9
S30284361,13
S30284582,13
S30284601,11
S30284645,40
S30284757,10
S30284864,14
S30284908,21
S30285018,25
S30285092,55
S30285127,40
S30285170,15
S30285176,3
S30285177,17
S30285179,18
S30285193,2
S30285330,31
S30285467,5
S30285551,21
S30285624,13
S30285780,46
S30285784,8
S30285787,6
S30286229,33
S30286439,13
S30286456,2
S30286802,30
S30287084,24
S30288694,32
S30288771,45
S30289208,9
S30289419,14
S30289518,7
S30289556,16
S30289797,14
S30289956,7
S30289974,19
S30290026,3
S30290037,6
S30290328,7
S30290695,3
S30290780,42
S30290917,5
S30290936,5
S30290941,5
S30290949,12
S30290954,7
S30290955,6
S30291000,10
S30291018,3
S30291112,11
S3029116,61
S3029120,65
S3029127,63
S30291287,27
S30291358,14
S3029137,59
S30291510,27
S30291536,12
S30291559,1
S30291591,12
S30291618,44
S30291905,33
S30292550,16
S30292557,2
S30293661,9
S30293720,16
S30293770,23
S30296651,42
S30296871,14
S30297154,18
S30297201,25
S30297208,14
S30297216,36
S30297226,10
S30297504,27
S30297565,16
S30297574,10
S30297597,4
S30297777,38
S30297780,11
S30297861,34
S30297869,10
S30297890,10
S30297931,22
S30297932,20
S30298232,16
S30298399,18
S30298555,1
S30298556,8
S30298568,17
S30298574,10
S30298622,3
S30298644,15
S30298646,15
S30298652,10
S30298656,15
S30298671,10
S30298674,6
S30298680,23
S30298733,5
S30298811,3
S30298830,29
S30298973,25
S30299106,14
S30299143,25
S30299358,4
S30299430,17
S30299449,24
S30299523,7
S30299748,1
S30299754,6
S30299838,5
S30299894,7
S30300006,10
S30300079,32
S30300095,19
S30300096,28
S30300191,13
S30300292,18
S30300352,3
S30300362,10
S30300449,6
S30300574,16
S30300647,21
S30300856,7
S30300937,10
S30301392,22
S30301533,42
S30301804,3
S30301839,4
S30301977,16
S30302038,14
S30302274,51
S30302327,23
S30302422,19
S30302489,12
S30302543,4
S30302617,10
S30302649,9
S30302754,23
S30302784,36
S30302825,9
S30302880,51
S30303120,34
S30303209,11
S30303260,1
S30303316,12
S30303662,8
S30303876,10
S30304125,14
S30304290,29
S30304358,20
S30304374,3
S30304490,45
S30304683,15
S30304725,25
S30304864,6
S30305151,6
S30305269,10
S30305586,27
S30305638,17
S30305781,14
S30305926,27
S30305937,19
S30305945,36
S30306158,32
S30306192,17
S30306293,33
S30306356,36
S30306358,13
S30306414,41
S30306450,11
S30306500,34
S30306529,0
S30306638,37
S30306660,27
S30306677,24
S30306737,33
S30306756,1
S30306768,18
S30306780,25
S30306803,11
S30306823,1
S30306978,1
S30307173,18
S30307209,29
S30307317,29
S30307334,6
S30307458,35
S30307477,12
S30307562,11
S30307584,44
S30307705,37
S30307735,7
S30307827,40
S30307828,7
S30307960,22
S30307968,35
S30308097,19
S30308108,39
S30308124,12
S30308220,18
S30308235,39
S30308248,16
S30308330,15
S30308333,34
S30308378,5
S30308380,10
S30308414,4
S30308419,4
S30308457,5
S30308503,44
S30308574,18
S30308606,6
S30308721,27
S30308826,8
S30308828,16
S30308887,30
S30309080,14
S30309161,40
S30309168,6
S30309185,5
S30309333,10
S30309357,40
S30309500,9
S30309504,40
S30309505,35
S30309725,29
S30309857,40
S30309946,31
S30310052,20
S30310057,8
S30310059,6
S30310062,10
S30310064,41
S30310087,22
S30310158,49
S30310237,40
S30310368,22
S30310374,8
S30310495,7
S30310547,38
S30310791,38
S30310930,38
S30310991,36
S30311009,36
S30311222,38
S30311385,19
S30311535,70
S30311562,4
S30311612,16
S30311659,12
S30311666,26
S30312283,21
S30312320,26
S30312375,27
S30312447,27
S30312474,21
S30312489,28
S30312537,17
S30312538,22
S30312551,24
S30312585,26
S30312624,31
S30312647,24
S30312668,26
S30312848,7
S30313608,14
S30313653,9
S30313683,22
S30313687,42
S30313722,24
S30313963,8
S30314018,1
S30314052,10
S30314164,22
S30314277,36
S30314479,7
S30314486,12
S30314559,8
S30314588,26
S30314650,8
S30314785,9
S30314793,27
S30314825,4
S30314858,5
S30314899,25
S30314912,29
S30315044,20
S30315052,5
S30315314,11
S30315534,8
S30315566,14
S30315598,16
S30315599,6
S30315717,9
S30315777,14
S30315801,4
S30315804,13
S30315923,26
S30315964,29
S30316067,1
S30316102,1
S30316111,14
S30316147,28
S30316161,14
S30316344,16
S30316415,40
S30316552,12
S30316613,22
S30316649,23
S30316664,16
S30316673,22
S30316703,31
S30316734,31
S30316775,37
S30316778,10
S30316819,32
S30316845,18
S30316859,4
S30316905,26
S30316970,21
S30317024,9
S30317027,21
S30317083,28
S30317170,26
S30317215,25
S30317264,24
S30317384,23
S30317411,9
S30317414,25
S30317451,32
S30317494,15
S30317510,10
S30317511,31
S30317535,8
S30317585,33
S30317626,31
S30317692,38
S30317734,28
S30317794,31
S30317822,43
S30317849,28
S30317915,27
S30317933,8
S30317960,24
S30317981,11
S30317987,1
S30318018,8
S30318202,17
S30318250,20
S30318278,33
S30318279,21
S30318280,15
S30318287,6
S30318377,12
S30318481,14
S30318598,33
S30318620,30
S30318797,7
S30319041,13
S30319130,20
S30319192,11
S30319258,15
S30319309,4
S30319360,5
S30319369,3
S30319740,30
S30319752,4
S30319774,12
S30319857,38
S30319874,15
S30319915,18
S30320187,12
S30320200,11
S30320232,9
S30320239,8
S30320278,20
S30320284,9
S30320286,17
S30320508,1
S30320550,20
S30320551,3
S30320707,33
S30320923,5
S30320954,23
S30321130,5
S30321164,4
S30321196,6
S30321297,12
S30321369,33
S30321446,10
S30321594,24
S30321817,22
S30321862,23
S30321944,31
S30322033,38
S30322118,38
S30322319,23
S30322331,17
S30322972,32
S30323021,39
S30323110,27
S30323169,40
S30323207,22
S30323240,23
S30323272,16
S30323348,7
S30323361,16
S30323390,8
S30323394,17
S30323422,24
S30323437,13
S30323499,21
S30323543,10
S30323668,47
S30323792,19
S30323839,18
S30324047,19
S30324209,21
S30324255,33
S30324260,7
S30324296,7
S30324306,33
S30324308,2
S30324333,6
S30324348,4
S30324354,29
S30324379,8
S30324406,35
S30324428,8
S30324452,29
S30324499,13
S30324506,17
S30324510,28
S30324596,33
S30324602,6
S30324626,27
S30324761,5
S30324779,40
S30324791,24
S30324801,5
S30324810,25
S30324860,8
S30324878,4
S30324931,8
S30324952,1
S30325007,7
S30325033,7
S30325040,23
S30325072,9
S30325092,2
S30325094,2
S30325130,8
S30325158,3
S30325172,2
S30325174,7
S30325228,25
S30325229,2
S30325407,24
S30325467,23
S30325511,29
S30325545,32
S30325583,33
S30325615,31
S30325654,30
S30325690,28
S30325739,29
S30325769,25
S30325778,5
S30325788,29
S30326234,23
S30326265,31
S30326297,34
S30326319,31
S30326336,27
S30326349,30
S30326370,30
S30326393,26
S30326407,23
S30326424,29
S30326457,25
S30326470,29
S30326501,30
S30326517,24
S30326523,30
S30326539,23
S30326546,26
S30326561,28
S30326573,22
S30326589,23
S30326935,2
S30327173,11
S30327190,10
S30327402,34
S30327415,15
S30327482,21
S30327488,9
S30327531,5
S30327602,9
S30327636,10
S30327936,10
S30328045,26
S30328124,10
S30328135,7
S30328160,39
S30328216,25
S30328449,9
S30328505,39
S30328700,23
S30328904,68
S30328921,18
S30328987,38
S30328994,13
S30329011,14
S30329041,3
S30329137,23
S30329147,37
S30329176,29
S30329193,22
S30329218,5
S30329266,21
S30329268,3
S30329319,10
S30329381,18
S30329462,23
S30329528,14
S30329620,43
S30329656,17
S30329775,21
S30330054,23
S30330059,40
S30330162,14
S30330230,14
S30330245,8
S30330252,8
S30330340,2
S30330354,15
S30330386,11
S30330390,20
S30330394,6
S30330395,10
S30330397,17
S30330399,6
S30330401,7
S30330402,8
S30330409,5
S30330720,27
S30330836,13
S30330961,16
S30330998,14
S30331015,6
S30331150,3
S30331233,2
S30331372,7
S30331450,1
S30331456,1
S30331498,9
S30331611,19
S30331628,14
S30331669,11
S30331670,18
S30331671,13
S30331672,12
S30331673,8
S30331674,4
S30331675,10
S30331676,10
S30331677,9
S30331678,10
S30331679,15
S30331680,16
S30331681,14
S30331682,7
S30331683,12
S30331684,13
S30331685,13
S30331686,5
S30331687,8
S30331688,12
S30331689,13
S30331690,9
S30331691,11
S30331692,8
S30331693,6
S30331694,15
S30331695,7
S30331696,7
S30331697,10
S30331698,12
S30331699,6
S30331700,6
S30331701,7
S30331702,5
S30331703,8
S30331704,10
S30331705,8
S30331706,8
S30331707,4
S30331708,8
S30331709,5
S30331710,9
S30331711,9
S30331712,6
S30331713,9
S30331714,9
S30331715,11
S30331716,13
S30331717,13
S30331723,8
S30331814,1
S30331833,25
S30331890,28
S30331957,34
S30331962,12
S30331975,11
S30332001,27
S30332014,16
S30332025,17
S30332033,27
S30332069,35
S30332082,19
S30332096,51
S30332106,22
S30332149,33
S30332172,16
S30332179,27
S30332209,22
S30332345,15
S30332375,14
S30332383,5
S30332405,16
S30332413,9
S30332425,17
S30332432,11
S30332449,12
S30332531,49
S30332595,10
S30332614,14
S30332668,19
S30332708,19
S30332928,18
S30333146,20
S30333422,2
S30333474,19
S30333489,11
S30333519,23
S30333637,13
S30333658,18
S30333686,11
S30333687,18
S30333688,16
S30333689,8
S30333690,11
S30333691,9
S30333692,11
S30333693,12
S30333694,11
S30333695,6
S30333696,16
S30333697,12
S30333698,13
S30333699,10
S30333700,17
S30333701,16
S30333702,12
S30333703,13
S30333704,10
S30333705,13
S30333706,11
S30333707,5
S30333708,15
S30333709,9
S30333710,8
S30333711,12
S30333712,10
S30333713,15
S30333714,13
S30333715,14
S30333716,9
S30333717,13
S30333718,11
S30333719,9
S30333720,10
S30333721,12
S30333722,6
S30333723,9
S30333724,10
S30333725,10
S30333726,5
S30333727,13
S30333728,9
S30333729,4
S30333730,7
S30333731,7
S30333732,7
S30333733,4
S30333734,5
S30333735,1
S30333742,20
S30333817,37
S30334022,5
S30334105,25
S30334231,39
S30334429,1
S30334431,22
S30334552,30
S30334724,11
S30334745,9
S30334771,12
S30334776,45
S30334826,5
S30334933,17
S30334941,17
S30334943,25
S30335020,12
S30335233,13
S30335290,30
S30335333,3
S30335410,20
S30335694,4
S30335776,3
S30336025,6
S30336034,8
S30336068,11
S30336113,12
S30336175,28
S30336213,10
S30336245,10
S30336356,11
S30336370,11
S30336406,6
S30336420,9
S30336464,7
S30336494,10
S30336543,11
S30336575,5
S30336589,7
S30336640,8
S30336730,9
S30336752,6
S30336754,41
S30336793,17
S30336813,11
S30336854,9
S30336894,10
S30336915,9
S30336935,6
S30336949,30
S30336983,2
S30336998,9
S30337023,9
S30337056,8
S30337084,20
S30337103,11
S30337143,21
S30337155,9
S30337202,11
S30337207,8
S30337224,5
S30337242,22
S30337261,8
S30337311,9
S30337469,7
S30337472,2
S30337479,5
S30337577,18
S30337597,10
S30337659,10
S30337674,5
S30337782,25
S30337862,11
S30338083,16
S30338791,2
S30338877,7
S30339830,5
S30339869,46
S30339915,4
S30339949,5
S30340048,2
S30340068,5
S30340102,20
S30340170,17
S30340310,33
S30340311,33
S30340387,29
S30340449,30
S30340788,9
S30340843,10
S30340869,39
S30340886,20
S30340907,16
S30340945,1
S30341011,8
S30341031,24
S30341034,6
S30341078,15
S30341086,12
S30341113,36
S30341145,25
S30341167,13
S30341208,30
S30341256,16
S30341353,36
S30341444,16
S30341449,8
S30341451,12
S30341469,4
S30341492,46
S30341496,5
S30341520,10
S30341521,4
S30341547,25
S30341582,9
S30341586,6
S30341602,23
S30341648,10
S30341688,9
S30341764,12
S30341825,21
S30341990,40
S30342273,47
S30342393,16
S30342607,3
S30342872,50
S30342901,11
S30342915,2
S30342934,8
S30343047,4
S30343191,1
S30343196,46
S30343381,1
S30343433,10
S30344156,28
S30344210,37
S30344262,5
S30344315,12
S30344355,14
S30344567,31
S30344636,23
S30344659,5
S30344785,12
S30344818,7
S30344837,3
S30344884,14
S30344958,46
S30345298,24
S30345367,17
S30345372,24
S30345412,27
S30345449,26
S30345462,7
S30345500,32
S30345536,31
S30345540,7
S30345593,31
S30345600,13
S30345602,6
S30345632,38
S30345634,6
S30345665,30
S30345694,27
S30345712,4
S30345760,33
S30345783,8
S30345824,31
S30345899,37
S30345942,35
S30345975,30
S30346025,30
S30346057,27
S30346151,35
S30346213,28
S30346250,25
S30346261,28
S30346275,6
S30346290,15
S30346292,15
S30346319,2
S30346337,27
S30346472,29
S30346603,9
S30346629,30
S30346658,10
S30346671,31
S30346707,26
S30346726,29
S30346759,29
S30346762,1
S30346785,26
S30346802,3
S30346855,23
S30346908,37
S30347021,24
S30347094,16
S30347180,8
S30347215,19
S30347311,7
S30347532,18
S30347872,11
S30348254,31
S30348263,27
S30348325,26
S30348520,21
S30348742,8
S30348813,18
S30348894,14
S30348975,21
S30349018,7
S30349022,9
S30349046,12
S30349053,3
S30349186,12
S30349334,7
S30349355,9
S30349392,36
S30349413,17
S30349445,26
S30349685,29
S30349761,13
S30349775,8
S30349788,11
S30349797,17
S30349809,17
S30349813,13
S30349818,16
S30349829,8
S30349855,33
S30349879,10
S30349903,3
S30349925,7
S30349935,6
S30349964,20
S30349981,11
S30350038,10
S30350040,5
S30350048,16
S30350050,9
S30350053,14
S30350065,14
S30350067,8
S30350091,9
S30350095,11
S30350100,10
S30350147,32
S30350149,6
S30350227,7
S30350232,4
S30350284,4
S30350329,6
S30350391,18
S30350401,12
S30350411,5
S30350413,37
S30350437,12
S30350610,5
S30350683,4
S30350769,7
S30350831,17
S30350833,8
S30350868,6
S30350886,6
S30350915,6
S30350944,8
S30351080,8
S30351089,9
S30351143,9
S30351535,11
S30351636,1
S30351756,22
S30352011,6
S30352186,33
S30352745,7
S30352880,4
S30353538,16
S30353732,23
S30353846,11
S30353852,46
S30353938,5
S30353990,10
S30354041,43
S30354123,32
S30354200,15
S30354206,2
S30354222,30
S30354313,13
S30354343,9
S30354363,4
S30354401,16
S30354448,1
S30354462,1
S30354472,6
S30354499,15
S30354719,24
S30354788,17
S30354863,32
S30354882,7
S30354913,16
S30354974,5
S30355070,4
S30355204,24
S30355238,6
S30355244,8
S30355252,15
S30355255,14
S30355261,9
S30355264,13
S30355266,18
S30355269,29
S30355278,7
S30355358,2
S30355433,16
S30355454,38
S30355472,47
S30355485,8
S30355520,11
S30355583,10
S30355674,29
S30355752,13
S30355846,21
S30355953,14
S30356017,13
S30356077,22
S30356119,8
S30356164,20
S30356206,15
S30356275,25
S30356439,45
S30356445,18
S30356490,28
S30356513,16
S30356569,21
S30356594,22
S30356795,6
S30356869,9
S30356889,9
S30356941,21
S30356943,7
S30356996,16
S30357022,17
S30357038,25
S30357077,22
S30357296,17
S30357485,25
S30357527,2
S30357546,24
S30357878,10
S30358041,22
S30358080,18
S30358087,44
S30358149,6
S30358266,14
S30359887,17
S30360128,26
S30360141,11
S30360288,12
S30360396,11
S30360510,25
S30360516,4
S30360561,20
S30360588,53
S30360732,29
S30360836,27
S30360957,21
S30361394,27
S30361452,21
S30361475,9
S30361536,5
S30361538,4
S30361540,6
S30361816,7
S30361817,17
S30362036,21
S30362059,8
S30362086,6
S30362111,58
S30362276,19
S30362355,6
S30362548,6
S30362721,7
S30362801,35
S30362806,6
S30362976,10
S30363238,4
S30363312,5
S30363372,7
S30363760,7
S30363810,10
S30363888,21
S30363891,22
S30363993,4
S30364302,12
S30364388,24
S30364718,15
S30364741,18
S30364797,18
S30364816,12
S30364820,67
S30364860,10
S30365000,8
S30365121,20
S30365443,12
S30365766,16
S30366549,8
S30367114,6
S30367154,9
S30367232,24
S30367337,10
S30367344,14
S30367361,20
S30367438,30
S30367484,25
S30367486,21
S30367966,13
S30367975,36
S30368077,8
S30368232,8
S30368249,9
S30368252,19
S30368382,13
S30368447,15
S30368504,18
S30368529,10
S30368570,16
S30368608,6
S30368727,30
S30368864,49
S30368873,36
S30368898,8
S30369181,42
S30369543,11
S30369547,3
S30369693,18
S30369858,35
S30370020,1
S30370277,5
S30370870,24
S30370983,9
S30371043,1
S30371067,4
S30371666,2
S30371741,31
S30371779,18
S30372069,1
S30372139,6
S30372305,8
S30372942,29
S30373157,25
S30373355,3
S30373534,12
S30373728,7
S30373941,31
S30373998,10
S30374047,7
S30374167,17
S30374196,40
S30374496,33
S30374542,38
S30374563,37
S30374629,38
S30374636,47
S30374651,12
S30374664,9
S30374939,25
S30375089,25
S30375139,20
S30375464,2
S30375485,17
S30375501,1
S30375574,8
S30375743,8
S30375789,13
S30375893,44
S30376078,15
S30376170,8
S30376211,9
S30376247,20
S30376361,26
